CODE,MATERIAL_TYPE,NAME,INV_NAME,UNIT_CODE,ADD_SPEC,BHN_SPEC,GROUP_CODE,MAT_CATCODE,MATERIAL_SUBTYPE,DRG_NO,DRG_LOCATION,REF_PARTCODE,CUST_PARTCODE,LOC_CODE,PURH_GLACNO,PURH_SUB_GLACNO,SALE_GLACNO,SALE_SUB_GLACNO,SUPP_SUB_GLACNO,IS_EXCISABLE,EXCISE_TYPE,ABC_TYPE,IS_STKLEVELMAINTAIN,MIN_QTY,MAX_QTY,REORDER_QTY,MINORDER_QTY,PATBOX_WT,RR_WT,CASTING_WT,FINISH_WT,IS_BRANDED,TEST_CODE,COSTCENTER_CODE,CHAPTER_CODE,CHAPTER_NO,OLD_CODE,SALE_AS,REF_CODE,SCRAP_CODE,PART_SIZE,PURT_GLACNO,PURT_SUB_GLACNO,SART_GLACNO,SART_SUB_GLACNO,DRG_REVDATE,RATE,IS_GRNRECONSILATION,MAT_OWNER,CAST_GRADE,SPECIF_NO,CAST_SUB_GRADE,SUB_GRADE_SPEC,DRG_REV_NO,PURCHASE_UNIT,CONVERSION_QTY,MAT_DESPTYPE,MAT_PRODTYPE,IS_WTINPUTINSALES,MOULD_STANDWT,SPECIF_REVISION_NO,SPECIF_REVISION_DATE,TAX_CODE,PERHOUR_RATE,PATTERN_TYPE,CAVITY_NOS,MPLATE_LENGTH,MPLATE_WIDTH,LEAD_DAYS,TOLERANCE,PER_HOUR,IS_FLAG,SYSADD_DATETIME,SYSADD_LOGIN,SYSCHNG_DATETIME,SYSCHNG_LOGIN,STATUS_CODE,SYS_DATE,USER_NAME,DBK_CODE,GST_RATECATEGORY,MAT_WEIGHT,BOX_PER,MAT_RATE,BARCODE_NO,CASTING_RATE,MACHINE_RATE
1010100001,101,ADAPTER CASTING,NULL,"NOS  "," "," ",1010239,NULL,0,NULL,NULL," REV.LEVEL-3-175FS34",NULL,101001,101000362,NULL,101000185,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,78.0000,78.0000,0,2,NULL,1010003,73259920,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000185,NULL," ",8975.00,0,2,102,NULL,102,CAST STEEL ROUGH CASTING,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040912:03:47,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100008,101,ADJUSTER LH DRG NO 235-70-13261/M,DRG NO 235-70-13261/M,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,75.0000,71.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL," ",9500.00,0,2,102,NULL,102,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:00:01,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100009,101,ADJUSTER RH DRG NO 235-70-13271/M,DRG NO 235-70-13271/M,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,85.0000,80.5000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL," ",10300.00,0,2,102,NULL,102,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:00:18,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100012,101,ANCHOR YA-0076,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,396.0000,396.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000188,NULL," ",27536.00,0,2,103,NULL,133,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015082110:21:03,ANANDA,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100018,101,ARTICULATION STOPPER STEEL CASTING,PART NO.288032403751,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000396,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,6.5000,6.2000,0,0,NULL,1010069,87089900,NULL,101001,NULL,1010300001,NULL,101000396,NULL,101000186,NULL," ",914.00,0,2,103,NULL,133,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018060710:03:50,ADMIN,0,2018120711:23:29,BWAYS,NULL,106,0.000,0,0.00,NULL,0.00,0.00
1010100023,101,ASSY BELL CRANK LEVER FFWD -LH-114,PART NO-503932100114,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL," ",1380.00,0,2,101,NULL,101,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015082115:09:18,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100024,101,ASSY BELL CRANK LEVER FFWD -RH-115,PART NO-503932100115,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL," ",1380.00,0,2,101,NULL,101,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015082115:09:34,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100052,101,BEARING CAP,DRG NO-91287 PART B,"NOS  ",NULL,NULL,1010239,NULL,0,MATT-1030/I,NULL,,NULL,101001,101000362,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000188,NULL,,139.80,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100055,101,BEARING CAP - 1116,1116,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000185,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010002,73251000,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000185,NULL,,122.40,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100067,101,BEARING CAP LH,04010-22603,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL,,78.00,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100068,101,BEARING CAP LH.,204029-50234,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL,,78.00,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100115,101,BOX CASTING 51 SGI 330130620,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,7.0000,7.0000,0,1,NULL,1010072,87081010,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",356.20,0,2,101,NULL,136,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2017062417:55:09,ADMIN,0,2018120711:23:29,BWAYS,NULL,106,0.000,0,0.00,NULL,0.00,0.00
1010100116,101,BOX CASTING 63 DEG. VAVE,PART NO-330134220V1,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"PART NO-330134220V1 ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,6.6000,6.6000,0,1,NULL,1010002,73251000,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",19.00,0,2,101,NULL,136,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112014:45:32,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100125,101,BOX CASTING SONALIKA,PART NO-330135820,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,7.5800,6.5500,0,1,NULL,1010002,73251000,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",20.00,0,2,101,NULL,136,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2017090514:57:03,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100129,101,BOX MACHINED-SONALIKA,PART NO.330135890X,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"PART NO.330135890X ",NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,7.5800,6.4800,0,1,NULL,1010002,73251000,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL," ",20.00,0,2,101,NULL,101,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018121117:01:34,MIS,0,2018121117:01:34,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100143,101,BRG HSG.A-END-MACH-PART NO-40189349,PART NO-40189349,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,156.0000,130.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000186,NULL," ",51192.00,0,2,103,NULL,133,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2017102613:55:16,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100144,101,BRG HSG.A-END-MACH,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,130.0000,130.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000186,NULL," ",49620.00,0,2,103,NULL,133,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015082110:25:06,ANANDA,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100145,101,BRG HSG.A-MACH(34320,,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000186,NULL,,49315.00,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100146,101,BRG HSG-A-END-MACH,,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000186,NULL,,49315.00,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100147,101,BRG. HSG.A-END MACH PART NO-40221505,PART NO-40221505,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,245.0000,207.0000,0,1,NULL,1010043,73259900,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000186,NULL," ",64500.00,0,2,103,NULL,133,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018040714:02:15,MIS,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100149,101,BRG.HSG.A-END-MACH,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,130.0000,130.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000186,NULL," ",49620.00,0,2,102,NULL,102,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015041615:28:17,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100150,101,BRG.HSG.A-END-MOD,,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000186,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010003,73259920,NULL,101001,NULL,1010300001,NULL,101000362,NULL,101000186,NULL,,44658.00,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100165,101,BULL_CAGE_LH-OIB,006506453B1 RH MODEL-0IB,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000184,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,15.0000,15.0000,0,1,NULL,1010072,87081010,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000184,NULL," ",943.00,0,2,102,NULL,102,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015071115:34:32,MIS,0,2018120711:23:29,BWAYS,NULL,106,0.000,0,0.00,NULL,0.00,0.00
1010100174,101,CAGE PINION CAST 3226-M-1235,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,8.0000,8.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",574.10,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015082115:12:50,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100175,101,CAGE PINION CAST 3226-Y-857,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3226-Y-857 ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,6.0000,6.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",394.00,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:11:50,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100176,101,CAGE PINION CAST-17.35 3226-A-C001Z---NOT IN USE,NULL,"NOS  ",rev. of weight," ",1010239,NULL,0,NULL,NULL," 3226-A-C001Z",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",940.73,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018030413:09:25,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100180,101,CAGE PINION FINISH 3226-N-1236 REVJ,3226-N-1236,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3226-N-1236 ",NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,9.5000,8.0000,0,1,NULL,1010072,87081010,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL," ",644.16,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:04:44,RUPESH,0,2018120711:23:29,BWAYS,NULL,106,0.000,0,0.00,NULL,0.00,0.00
1010100188,101,CAP BEARING CAST 3212-H-450,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3212-H-450 ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,2.2000,2.2000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",153.22,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:12:47,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100191,101,CAP BEARING CAST 3212-V-438,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3212-V-438 ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,3.1000,3.1000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",204.06,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:12:19,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100192,101,CAP BEARING CAST-LH 3212-D-1200,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3212-D-1200 ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,3.5000,3.5000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",235.00,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:09:59,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100193,101,CAP BEARING CAST-RH 3212-F-1202,3212-F-1202,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3212-F-1202 ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,3.6000,3.6000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",257.64,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:07:32,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100196,101,CAP BEARING FIN.3212-G-1203,,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL,,267.64,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100197,101,CAP BEARING-FIN 3212-A-C001,3212-A-C001,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3212-A-C001 ",NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,4.8000,4.1000,0,1,NULL,1010072,87081010,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL," ",383.00,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:09:35,RUPESH,0,2018120711:23:29,BWAYS,NULL,106,0.000,0,0.00,NULL,0.00,0.00
1010100198,101,CAP BEARRING FIN.3212-E-1201,,"NOS  ",NULL,NULL,1010239,NULL,0,,NULL,,NULL,101001,101000362,NULL,101000191,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,3.0000,3.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000191,NULL,,237.49,0,2,102,NULL,102,,0,"NOS  ",1.000,0,0,1,0.000,0,,NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015040511:54:46,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100201,101,CAP DIFF BRG. CAST 3212-B-C002,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL,"3212-B-C002 ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,4.8000,4.1000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",358.52,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2018112017:08:29,RUPESH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100204,101,CASE DIF PLAIN HALF CAST 3235-W-049,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,12.5000,11.0000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",933.45,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,0,0,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2015082115:16:11,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010100206,101,CASE DIFF FLG HALF CAST 3235-C-C029,NULL,"NOS  ",NULL," ",1010239,NULL,0,NULL,NULL," ",NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,22.4000,18.9000,0,1,NULL,1010004,73259999,NULL,101001,NULL,1010300292,NULL,101000362,NULL,101000192,NULL," ",1541.50,0,2,101,NULL,134,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015040511:28:46,ADMIN,2017062515:31:56,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
